Date,gold_close,gold_high,gold_low,gold_open,gold_volume,dxy,oil,sp500,vix,bond10y,cpi,ppi,fed_rate,unemployment,gdp,m2,real_rate,gold_return_1d,gold_return_5d,gold_return_20d,gold_log_return,gold_range,gold_range_pct,gold_gap,dxy_return,dxy_5d,gold_dxy_corr_20,vix_change,target_price,target_direction
2024-06-28,2327.699951171875,2338.300048828125,2319.0,2325.39990234375,92,105.87000274658203,81.54000091552734,5460.47998046875,12.4399995803833,4.3429999351501465,313.044,255.914,5.33,4.1,29147.044,21068.4,1.99956671,0.0013766191318025367,0.004878280652961253,,0.0013756724603899051,19.300048828125,0.008291467643159264,2.300048828125,-0.00037768779288271936,0.000661622805341322,,0.01633985400367921,2327.60009765625,0
2024-07-01,2327.60009765625,2329.699951171875,2321.699951171875,2323.800048828125,237,105.9000015258789,83.37999725341797,5475.08984375,12.220000267028809,4.479000091552734,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-4.289793260281449e-05,-0.0010300010059013376,,-4.2898852745440194e-05,8.0,0.0034370165253281727,3.800048828125,0.0002833548551868237,0.004076991563468191,,-0.017684832859754307,2323.0,0
2024-07-02,2323.0,2334.60009765625,2323.0,2330.699951171875,30,105.72000122070312,82.80999755859375,5509.009765625,12.029999732971191,4.435999870300293,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.0019763264578318562,0.002762627157887554,,-0.0019782819678747557,11.60009765625,0.004993584871394749,-7.699951171875,-0.0016997195711256907,0.0010415738066076319,,-0.015548324869538943,2359.800048828125,1
2024-07-03,2359.800048828125,2361.60009765625,2330.89990234375,2330.89990234375,59,105.4000015258789,83.87999725341797,5537.02001953125,12.09000015258789,4.355000019073486,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.015841605177841167,0.02635703677070933,,0.01571743658704651,30.7001953125,0.013009659580160487,28.900146484375,-0.0030268604911967145,-0.006129198558925797,,0.004987566163634494,2388.5,1
2024-07-05,2388.5,2388.5,2354.89990234375,2354.89990234375,72,104.87999725341797,83.16000366210938,5567.18994140625,12.479999542236328,4.271999835968018,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.012162026687865923,0.027532802753280183,,0.012088663472560882,33.60009765625,0.014067447207975717,33.60009765625,-0.004933626802019142,-0.009725298584423614,,0.03225801362500036,2355.199951171875,0
2024-07-08,2355.199951171875,2383.800048828125,2352.800048828125,2381.699951171875,64,105.01000213623047,82.33000183105469,5572.85009765625,12.369999885559082,4.269000053405762,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.013941824922807156,0.011814237477710599,,-0.01403992502750996,31.0,0.013162364403317584,-26.5,0.0012395584116804415,-0.008123175479744948,,-0.008814075377564845,2360.10009765625,1
2024-07-09,2360.10009765625,2363.699951171875,2360.10009765625,2363.10009765625,9,105.12000274658203,81.41000366210938,5576.97998046875,12.510000228881836,4.300000190734863,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.002080564956676856,0.013962879634145775,,0.002078403578812869,3.599853515625,0.0015252969648193798,-3.0,0.0010475250748862575,-0.007365427460416685,,0.01131773198205055,2372.199951171875,1
2024-07-10,2372.199951171875,2377.0,2365.800048828125,2366.300048828125,19,105.05000305175781,82.0999984741211,5633.91015625,12.850000381469727,4.28000020980835,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.005126839123324123,0.021179488235848032,,0.00511374163037859,11.199951171875,0.004721335217270444,5.89990234375,-0.0006659027111421967,-0.0063374778774983875,,0.02717826909410692,2415.0,1
2024-07-11,2415.0,2416.699951171875,2378.699951171875,2378.699951171875,72,104.44000244140625,82.62000274658203,5584.5400390625,12.920000076293945,4.192999839782715,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.01804234453633713,0.02339179168984562,,0.017881513074975274,38.0,0.015734989648033125,36.300048828125,-0.00580676432775562,-0.009108150574712703,,0.00544744690631771,2414.0,0
2024-07-12,2414.0,2414.0,2391.300048828125,2399.800048828125,355,104.08999633789062,82.20999908447266,5615.35009765625,12.460000038146973,4.189000129699707,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.00041407867494824835,0.01067615658362997,,-0.0004141644291962591,22.699951171875,0.009403459474678955,14.199951171875,-0.0033512647963790387,-0.007532426928067992,-0.8300641461004372,-0.035603717912586985,2422.89990234375,1
2024-07-15,2422.89990234375,2436.0,2422.89990234375,2430.0,540,104.19000244140625,81.91000366210938,5631.22021484375,13.119999885559082,4.229000091552734,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.003686786389291541,0.028744884755194322,0.05334316745349188,0.0036800068503831792,13.10009765625,0.005406784507926988,-7.10009765625,0.0009607657511196965,-0.007808777051165339,-0.91842086899054,0.0529694899993165,2462.39990234375,1
2024-07-16,2462.39990234375,2462.39990234375,2427.39990234375,2427.39990234375,93,104.2699966430664,80.76000213623047,5667.2001953125,13.1899995803833,4.166999816894531,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.016302778320222977,0.043345536398685436,0.05618941643958464,0.016171314917783012,35.0,0.014213775742391178,35.0,0.0007677723369392542,-0.008086054806950238,-0.9137613456342626,0.0053353426398474735,2454.800048828125,0
2024-07-17,2454.800048828125,2473.10009765625,2454.800048828125,2472.89990234375,10,103.75,82.8499984741211,5588.27001953125,14.479999542236328,4.145999908447266,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.0030863603870319167,0.03482004019747387,0.061581107290328285,-0.00309113301982428,18.300048828125,0.007454802209597925,-18.099853515625,-0.0049870208095089685,-0.012375088186502015,-0.9465652327015913,0.09780136488947022,2451.800048828125,0
2024-07-18,2451.800048828125,2466.0,2451.800048828125,2466.0,2,104.16999816894531,82.81999969482422,5544.58984375,15.930000305175781,4.189000129699707,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.001222095462085404,0.015238115456780443,0.052094126146452036,-0.0012228428297097356,14.199951171875,0.005791643237246073,-14.199951171875,0.004048175122364439,-0.0025852572400352214,-0.9563752865746805,0.1001381774018697,2395.5,0
2024-07-19,2395.5,2419.199951171875,2395.5,2418.800048828125,15,104.4000015258789,80.12999725341797,5505.0,16.520000457763672,4.238999843597412,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.02296274072391602,-0.007663628831814373,0.01771601253582933,-0.02323049125293214,23.699951171875,0.009893530023742434,-23.300048828125,0.002207961610602771,0.0029782418954262813,-0.9557766605864971,0.037037045906157084,2392.0,0
2024-07-22,2392.0,2402.10009765625,2392.0,2402.10009765625,18,104.30999755859375,79.77999877929688,5564.41015625,14.90999984741211,4.260000228881836,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.001461072844917588,-0.012753272355106149,0.03263689381948143,-0.0014621412526544951,10.10009765625,0.004222448852947324,-10.10009765625,-0.0008621069537325665,0.0011516951183005997,-0.9451343404047032,-0.09745766136434542,2404.60009765625,1
2024-07-23,2404.60009765625,2404.60009765625,2388.699951171875,2395.800048828125,41,104.44999694824219,76.95999908447266,5555.740234375,14.720000267028809,4.238999843597412,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.005267599354619623,-0.023472956050918148,0.03201720929452789,0.005253774082549602,15.900146484375,0.006612387024300956,8.800048828125,0.0013421473772903258,0.0017262905051387278,-0.9452796613718996,-0.012743097406287318,2413.300048828125,1
2024-07-24,2413.300048828125,2421.0,2411.60009765625,2421.0,6,104.38999938964844,77.58999633789062,5427.1298828125,18.040000915527344,4.285999774932861,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.0036180449216294264,-0.016905653892182126,0.04174218557173859,0.0036115155414233003,9.39990234375,0.003895040879112608,-7.699951171875,-0.0005744141727785923,0.006168668815888623,-0.945809942846196,0.22554351822499452,2351.89990234375,0
2024-07-25,2351.89990234375,2365.5,2351.89990234375,2365.5,31,104.36000061035156,78.27999877929688,5399.22021484375,18.459999084472656,4.25600004196167,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.02544240054782676,-0.040745633614015064,0.022920995255334198,-0.025771655108934748,13.60009765625,0.005782600544647768,-13.60009765625,-0.0002873721570291199,0.0018239651026785708,-0.8840881962160558,0.023281493771090345,2380.0,1
2024-07-26,2380.0,2386.89990234375,2368.699951171875,2368.699951171875,95,104.31999969482422,77.16000366210938,5459.10009765625,16.389999389648438,4.199999809265137,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.011947828914082192,-0.006470465456063446,0.023876102387610176,0.011877017079959726,18.199951171875,0.007647038307510504,11.300048828125,-0.000383297386866599,-0.0007663010525421621,-0.8525969054730176,-0.11213433355830271,2377.300048828125,0
2024-07-29,2377.300048828125,2377.300048828125,2377.300048828125,2377.300048828125,126409,104.55999755859375,75.80999755859375,5463.5400390625,16.600000381469727,4.177999973297119,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,-0.0011344332654936728,-0.006145464536737033,0.021308630277402818,-0.0011350772219737724,0.0,0.0,0.0,0.0023005930259931695,0.002396702193953937,-0.8259893983349815,0.012812751655983723,2405.0,1
2024-07-30,2405.0,2409.300048828125,2373.800048828125,2380.89990234375,25944,104.55000305175781,74.7300033569336,5436.43994140625,17.690000534057617,4.14300012588501,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.011651853196036122,0.00016630721430144213,0.033253092926782024,0.011584493096314897,35.5,0.014760914760914762,24.10009765625,-9.55863338686358e-05,0.0009574543459793805,-0.7954829080036849,0.06566265828551643,2426.5,1
2024-07-31,2426.5,2447.60009765625,2402.800048828125,2407.10009765625,1313,104.0999984741211,77.91000366210938,5522.2998046875,16.360000610351562,4.109000205993652,313.569,257.321,5.33,4.2,29511.664,21095.3,2.04839593,0.008939708939708968,0.005469668464261224,0.044554455445544594,0.008899986305409351,44.800048828125,0.018462826634298372,19.39990234375,-0.004304204347215013,-0.002778052660436181,-0.7414436272679467,-0.07518371303299154,2435.0,1
2024-08-01,2435.0,2455.10009765625,2430.39990234375,2446.699951171875,690,104.41999816894531,76.30999755859375,5446.68017578125,18.59000015258789,3.9760000705718994,314.062,255.463,5.33,4.2,29511.664,21186.8,1.66418984,0.0035029878425716365,0.03533317790159263,0.031867086030962444,0.0034968666714193194,24.7001953125,0.010143817376796715,-11.699951171875,0.003073964452591005,0.0005749095270490834,-0.7093753501419036,0.13630803539367387,2425.699951171875,0
2024-08-02,2425.699951171875,2477.0,2416.0,2444.0,550,103.20999908447266,73.5199966430664,5346.56005859375,23.389999389648438,3.7920000553131104,314.062,255.463,5.33,4.2,29511.664,21186.8,1.66418984,-0.0038193219006673607,0.01920166015624991,0.015574607984875533,-0.0038266341350136172,61.0,0.025147380643896378,-18.300048828125,-0.011587809861047349,-0.010640343305202582,-0.637689500511944,0.2582032919667483,2401.699951171875,0
2024-08-05,2401.699951171875,2449.800048828125,2367.39990234375,2442.0,334,102.69000244140625,72.94000244140625,5186.330078125,38.56999969482422,3.7850000858306885,314.062,255.463,5.33,4.2,29511.664,21186.8,1.66418984,-0.00989405140087729,0.01026370329474302,0.01974354660497646,-0.00994332279261066,82.400146484375,0.034309092792448544,-40.300048828125,-0.005038239004738432,-0.017884421966819386,-0.39700875263133517,0.648995327118046,2389.10009765625,0
2024-08-06,2389.10009765625,2421.800048828125,2380.0,2414.5,163,102.97000122070312,73.19999694824219,5240.02978515625,27.709999084472656,3.888000011444092,314.062,255.463,5.33,4.2,29511.664,21186.8,1.66418984,-0.005246222996955541,-0.006611186005717307,0.012287614423133641,-0.005260032745343863,41.800048828125,0.017496147971837427,-25.39990234375,0.0027266410813131525,-0.015112403490533666,-0.17735049824811683,-0.2815660019776688,2390.5,1
2024-08-07,2390.5,2401.0,2384.5,2392.199951171875,130,103.19999694824219,75.2300033569336,5199.5,27.850000381469727,3.9679999351501465,314.062,255.463,5.33,4.2,29511.664,21186.8,1.66418984,0.0005859538263479624,-0.01483618380383267,0.007714378722200266,0.0005857822224360302,16.5,0.006902321690023008,-1.699951171875,0.0022336187706368804,-0.008645547925753783,-0.00559341706318233,0.005052374652567915,2422.199951171875,1
